timestamp,close,ma_short,ma_long,confidence,signal,recent_max,is_peak_zone,reasoning
2025-06-20 09:30:00-04:00,145.38999938964844,,,0.0,STAY,,False,Insufficient data for MA calculation
2025-06-20 09:35:00-04:00,145.7550048828125,,,0.0,STAY,,False,Insufficient data for MA calculation
2025-06-20 09:40:00-04:00,145.72500610351562,,,0.0,STAY,,False,Insufficient data for MA calculation
2025-06-20 09:45:00-04:00,145.9199981689453,,,0.0,STAY,,False,Insufficient data for MA calculation
2025-06-20 09:50:00-04:00,145.58999633789062,145.6760009765625,,0.0,STAY,,False,Insufficient data for MA calculation
2025-06-20 09:55:00-04:00,145.6750030517578,145.73300170898438,,0.0,STAY,,False,Insufficient data for MA calculation
2025-06-20 10:00:00-04:00,145.41000366210938,145.66400146484375,,0.0,STAY,,False,Insufficient data for MA calculation
2025-06-20 10:05:00-04:00,145.5487060546875,145.6287414550781,,0.0,STAY,,False,Insufficient data for MA calculation
2025-06-20 10:10:00-04:00,145.4250030517578,145.5297424316406,,0.0,STAY,,False,Insufficient data for MA calculation
2025-06-20 10:15:00-04:00,145.25999450683594,145.4637420654297,,0.0,STAY,,False,Insufficient data for MA calculation
2025-06-20 10:20:00-04:00,144.36990356445312,145.20272216796874,,0.0,STAY,,False,Insufficient data for MA calculation
2025-06-20 10:25:00-04:00,144.625,145.04572143554688,,0.0,STAY,145.9199981689453,True,Insufficient data for MA calculation
2025-06-20 10:30:00-04:00,144.6748046875,144.87094116210938,,0.0,STAY,145.9199981689453,True,Insufficient data for MA calculation
2025-06-20 10:35:00-04:00,144.90069580078125,144.76607971191407,,0.0,STAY,145.9199981689453,True,Insufficient data for MA calculation
2025-06-20 10:40:00-04:00,143.9199981689453,144.49808044433593,,0.0,STAY,145.9199981689453,False,Insufficient data for MA calculation
2025-06-20 10:45:00-04:00,143.5800018310547,144.34010009765626,,0.0,STAY,145.6750030517578,False,Insufficient data for MA calculation
2025-06-20 10:50:00-04:00,142.86500549316406,143.98810119628905,,0.0,STAY,145.6750030517578,False,Insufficient data for MA calculation
2025-06-20 10:55:00-04:00,143.148193359375,143.68277893066406,,0.0,STAY,145.5487060546875,False,Insufficient data for MA calculation
2025-06-20 11:00:00-04:00,142.86500549316406,143.27564086914063,,0.0,STAY,145.5487060546875,False,Insufficient data for MA calculation
2025-06-20 11:05:00-04:00,143.4199981689453,143.17564086914064,144.7033660888672,0.010557634290195676,STAY,145.4250030517578,False,SELL rejected: price not near recent peak
2025-06-20 11:10:00-04:00,143.84500122070312,143.2286407470703,144.62611618041993,0.00966267690965501,SELL,145.25999450683594,True,"Short-term MA below long-term MA with sufficient confidence, near local price peak"
2025-06-20 11:15:00-04:00,143.93519592285156,143.44267883300782,144.53512573242188,0.00755834883650709,SELL,144.90069580078125,True,"Short-term MA below long-term MA with sufficient confidence, near local price peak"
2025-06-20 11:20:00-04:00,143.83999633789062,143.58103942871094,144.4408752441406,0.005952856585619147,SELL,144.90069580078125,True,"Short-term MA below long-term MA with sufficient confidence, near local price peak"
2025-06-20 11:25:00-04:00,143.89990234375,143.78801879882812,144.33987045288086,0.0038232794052069606,STAY,144.90069580078125,True,Signal confidence below threshold (0.005)
2025-06-20 11:30:00-04:00,144.27999877929688,143.96001892089845,144.27437057495118,0.0021788461304665446,STAY,144.90069580078125,True,Signal confidence below threshold (0.005)
2025-06-20 11:35:00-04:00,144.4199981689453,144.07501831054688,144.21162033081055,0.0009472331005664557,STAY,144.4199981689453,True,Signal confidence below threshold (0.005)
2025-06-20 11:40:00-04:00,144.2100067138672,144.12998046875,144.15162048339843,0.00015011981534344496,STAY,144.4199981689453,True,Signal confidence below threshold (0.005)
2025-06-20 11:45:00-04:00,144.1699981689453,144.19598083496095,144.08268508911132,0.0007863245037358653,STAY,144.4199981689453,True,Signal confidence below threshold (0.005)
2025-06-20 11:50:00-04:00,143.8404998779297,144.18410034179686,144.00345993041992,0.0012544171609781057,STAY,144.4199981689453,True,Signal confidence below threshold (0.005)
2025-06-20 11:55:00-04:00,143.82000732421875,144.09210205078125,143.93146057128905,0.0011160970565752952,STAY,144.4199981689453,True,Signal confidence below threshold (0.005)
2025-06-20 12:00:00-04:00,143.92999267578125,143.99410095214844,143.90946502685546,0.0005881192406433558,STAY,144.4199981689453,True,Signal confidence below threshold (0.005)
2025-06-20 12:05:00-04:00,144.22030639648438,143.99616088867188,143.88923034667968,0.0007431448603524089,STAY,144.4199981689453,True,Signal confidence below threshold (0.005)
2025-06-20 12:10:00-04:00,144.035400390625,143.9692413330078,143.85726013183594,0.0007784188373199543,STAY,144.4199981689453,True,Signal confidence below threshold (0.005)
2025-06-20 12:15:00-04:00,144.10000610351562,144.021142578125,143.81722564697264,0.0014178894790593667,STAY,144.4199981689453,True,Signal confidence below threshold (0.005)
2025-06-20 12:20:00-04:00,143.96009826660156,144.04916076660157,143.81923065185546,0.0015987438794100126,STAY,144.4199981689453,True,Signal confidence below threshold (0.005)
2025-06-20 12:25:00-04:00,143.9550018310547,144.05416259765624,143.83798065185547,0.0015029545383010853,STAY,144.4199981689453,True,Signal confidence below threshold (0.005)
2025-06-20 12:30:00-04:00,144.0500030517578,144.02010192871094,143.89723052978516,0.0008538830002037337,STAY,144.4199981689453,True,Signal confidence below threshold (0.005)
2025-06-20 12:35:00-04:00,144.0500030517578,144.0230224609375,143.94232101440429,0.0005606512800717593,STAY,144.22030639648438,True,Signal confidence below threshold (0.005)
2025-06-20 12:40:00-04:00,144.19859313964844,144.04273986816406,144.0090003967285,0.0002342872413710541,STAY,144.22030639648438,True,Signal confidence below threshold (0.005)
2025-06-20 12:45:00-04:00,144.07000732421875,144.0647216796875,144.0415008544922,0.00016120926995028087,STAY,144.22030639648438,True,Signal confidence below threshold (0.005)
2025-06-20 12:50:00-04:00,144.19000244140625,144.11172180175782,144.05875091552736,0.00036770335640026215,STAY,144.22030639648438,True,Signal confidence below threshold (0.005)
2025-06-20 12:55:00-04:00,144.14999389648438,144.13171997070313,144.069490814209,0.0004319384773448732,STAY,144.22030639648438,True,Signal confidence below threshold (0.005)
2025-06-20 13:00:00-04:00,143.99000549316406,144.11972045898438,144.07699127197264,0.00029657189974956286,STAY,144.22030639648438,True,Signal confidence below threshold (0.005)
2025-06-20 13:05:00-04:00,143.9051971435547,144.06104125976563,144.0772560119629,0.00011254206698609654,STAY,144.19859313964844,True,Signal confidence below threshold (0.005)
2025-06-20 13:10:00-04:00,144.14010620117188,144.07506103515624,144.07026138305665,3.331466225934663e-05,STAY,144.19859313964844,True,Signal confidence below threshold (0.005)
2025-06-20 13:15:00-04:00,143.98699951171875,144.03446044921876,144.04861145019532,9.823767708764676e-05,STAY,144.19859313964844,True,Signal confidence below threshold (0.005)
2025-06-20 13:20:00-04:00,143.89999389648438,143.98446044921874,144.03311080932616,0.0003377720569530744,STAY,144.19859313964844,True,Signal confidence below threshold (0.005)
2025-06-20 13:25:00-04:00,143.48500061035156,143.88345947265626,143.99886093139648,0.0008014053583048983,STAY,144.19859313964844,True,Signal confidence below threshold (0.005)
2025-06-20 13:30:00-04:00,143.5299072265625,143.80840148925782,143.98333129882812,0.0012149309784147554,STAY,144.19859313964844,True,Signal confidence below threshold (0.005)
2025-06-20 13:35:00-04:00,143.30990600585938,143.64236145019532,143.95782623291015,0.002191369451525577,STAY,144.19859313964844,True,Signal confidence below threshold (0.005)
2025-06-20 13:40:00-04:00,143.5601043701172,143.556982421875,143.93933181762696,0.0026563232642791514,STAY,144.19000244140625,True,Signal confidence below threshold (0.005)
2025-06-20 13:45:00-04:00,143.59019470214844,143.49502258300782,143.90782623291017,0.002868528145468853,STAY,144.19000244140625,True,Signal confidence below threshold (0.005)
2025-06-20 13:50:00-04:00,143.69009399414062,143.53604125976562,143.89056091308595,0.002463814520359428,STAY,144.14999389648438,True,Signal confidence below threshold (0.005)
2025-06-20 13:55:00-04:00,143.860107421875,143.60208129882812,143.8785659790039,0.0019216530154749882,STAY,144.14010620117188,True,Signal confidence below threshold (0.005)
2025-06-20 14:00:00-04:00,143.89999389648438,143.72009887695313,143.87556076049805,0.0010805301659515703,STAY,144.14010620117188,True,Signal confidence below threshold (0.005)
2025-06-20 14:05:00-04:00,143.89999389648438,143.78807678222657,143.87281036376953,0.0005889478444795913,STAY,144.14010620117188,True,Signal confidence below threshold (0.005)
2025-06-20 14:10:00-04:00,143.84930419921875,143.83989868164062,143.86277542114257,0.00015901778229277148,STAY,143.98699951171875,True,Signal confidence below threshold (0.005)
2025-06-20 14:15:00-04:00,144.11500549316406,143.9248809814453,143.86602554321288,0.00040909893778047837,STAY,144.11500549316406,True,Signal confidence below threshold (0.005)
2025-06-20 14:20:00-04:00,144.1748046875,143.98782043457032,143.86483612060547,0.0008548601401231127,STAY,144.1748046875,True,Signal confidence below threshold (0.005)
2025-06-20 14:25:00-04:00,144.15499877929688,144.0388214111328,143.86908569335938,0.001179792843997027,STAY,144.1748046875,True,Signal confidence below threshold (0.005)
2025-06-20 14:30:00-04:00,144.2093963623047,144.10070190429687,143.87005538940429,0.0016031585882712493,STAY,144.2093963623047,True,Signal confidence below threshold (0.005)
2025-06-20 14:35:00-04:00,144.13499450683594,144.1578399658203,143.8693054199219,0.00200553234796156,STAY,144.2093963623047,True,Signal confidence below threshold (0.005)
2025-06-20 14:40:00-04:00,144.0050048828125,144.13583984375,143.87005538940429,0.0018473924516560283,STAY,144.2093963623047,True,Signal confidence below threshold (0.005)
2025-06-20 14:45:00-04:00,143.875,144.07587890625,143.86854553222656,0.0014411306742307072,STAY,144.2093963623047,True,Signal confidence below threshold (0.005)
2025-06-20 14:50:00-04:00,143.98500061035156,144.04187927246093,143.86079025268555,0.0012587795427601192,STAY,144.2093963623047,True,Signal confidence below threshold (0.005)
2025-06-20 14:55:00-04:00,143.67449951171875,143.93489990234374,143.84516525268555,0.0006238280549823493,STAY,144.2093963623047,True,Signal confidence below threshold (0.005)
2025-06-20 15:00:00-04:00,143.60000610351562,143.8279022216797,143.8301658630371,1.5738293450705973e-05,STAY,144.2093963623047,True,Signal confidence below threshold (0.005)
2025-06-20 15:05:00-04:00,143.7010955810547,143.76712036132812,143.84097061157226,0.000513415961600815,STAY,144.2093963623047,True,Signal confidence below threshold (0.005)
2025-06-20 15:10:00-04:00,143.66000366210938,143.72412109375,143.84747543334962,0.0008575356587107442,STAY,144.2093963623047,True,Signal confidence below threshold (0.005)
2025-06-20 15:15:00-04:00,143.8634033203125,143.69980163574218,143.87515029907226,0.001218755726514188,STAY,144.2093963623047,True,Signal confidence below threshold (0.005)
2025-06-20 15:20:00-04:00,143.77000427246094,143.71890258789062,143.88564529418946,0.001158855742405093,STAY,144.2093963623047,True,Signal confidence below threshold (0.005)
2025-06-20 15:25:00-04:00,143.78990173339844,143.7568817138672,143.89563064575196,0.0009642331130008714,STAY,144.2093963623047,True,Signal confidence below threshold (0.005)
2025-06-20 15:30:00-04:00,143.87130737304688,143.79092407226562,143.90469131469726,0.0007905735483136099,STAY,144.13499450683594,True,Signal confidence below threshold (0.005)
2025-06-20 15:35:00-04:00,143.69000244140625,143.796923828125,143.89618606567382,0.0006898184049403862,STAY,144.0050048828125,True,Signal confidence below threshold (0.005)
2025-06-20 15:40:00-04:00,143.6999969482422,143.76424255371094,143.8861862182617,0.0008475008460214026,STAY,143.98500061035156,True,Signal confidence below threshold (0.005)
2025-06-20 15:45:00-04:00,143.5,143.71024169921876,143.8661865234375,0.0010839574467579618,STAY,143.98500061035156,True,Signal confidence below threshold (0.005)
2025-06-20 15:50:00-04:00,143.46499633789062,143.6452606201172,143.8469711303711,0.001402257612161158,STAY,143.87130737304688,True,Signal confidence below threshold (0.005)
2025-06-20 15:55:00-04:00,143.77999877929688,143.6269989013672,143.83022079467773,0.0014129290227583463,STAY,143.87130737304688,True,Signal confidence below threshold (0.005)
2025-06-23 09:30:00-04:00,142.47999572753906,143.38499755859374,143.7454803466797,0.002507785199343743,STAY,143.87130737304688,True,Signal confidence below threshold (0.005)
2025-06-23 09:35:00-04:00,143.03500366210938,143.2519989013672,143.68948059082032,0.003044632687475141,STAY,143.87130737304688,True,Signal confidence below threshold (0.005)
2025-06-23 09:40:00-04:00,143.3800048828125,143.22799987792968,143.64801101684571,0.0029238910858764575,STAY,143.87130737304688,True,Signal confidence below threshold (0.005)
2025-06-23 09:45:00-04:00,143.52459716796875,143.23992004394532,143.61749114990235,0.0026290050253206083,STAY,143.87130737304688,True,Signal confidence below threshold (0.005)
2025-06-23 09:50:00-04:00,143.6199951171875,143.20791931152343,143.5982406616211,0.002718148553208553,STAY,143.87130737304688,True,Signal confidence below threshold (0.005)
2025-06-23 09:55:00-04:00,143.57960510253906,143.42784118652344,143.58347091674804,0.001083897256633671,STAY,143.87130737304688,True,Signal confidence below threshold (0.005)
2025-06-23 10:00:00-04:00,143.93499755859375,143.60783996582032,143.58097076416016,0.00018713623063808444,STAY,143.93499755859375,True,Signal confidence below threshold (0.005)
2025-06-23 10:05:00-04:00,144.1385955810547,143.75955810546876,143.60417556762695,0.0010820196364598664,STAY,144.1385955810547,True,Signal confidence below threshold (0.005)
2025-06-23 10:10:00-04:00,143.94000244140625,143.84263916015624,143.62117538452148,0.0015419994652030107,STAY,144.1385955810547,True,Signal confidence below threshold (0.005)
2025-06-23 10:15:00-04:00,143.9550018310547,143.90964050292968,143.63387069702148,0.0019199496927148956,STAY,144.1385955810547,True,Signal confidence below threshold (0.005)
2025-06-23 10:20:00-04:00,143.86000061035156,143.9657196044922,143.64387054443358,0.002240604202871662,STAY,144.1385955810547,True,Signal confidence below threshold (0.005)
2025-06-23 10:25:00-04:00,143.6300048828125,143.90472106933595,143.6322006225586,0.0018973492406030008,STAY,144.1385955810547,True,Signal confidence below threshold (0.005)
2025-06-23 10:30:00-04:00,143.77330017089844,143.8316619873047,143.63236541748046,0.001387546387925646,STAY,144.1385955810547,True,Signal confidence below threshold (0.005)
2025-06-23 10:35:00-04:00,143.67999267578125,143.7796600341797,143.62686996459962,0.0010637986444857915,STAY,144.1385955810547,True,Signal confidence below threshold (0.005)
2025-06-23 10:40:00-04:00,143.85000610351562,143.75866088867187,143.62580490112305,0.0009250147467600623,STAY,144.1385955810547,True,Signal confidence below threshold (0.005)
