timestamp,open,high,low,close,volume,Dividends,Stock Splits
2025-06-20 09:30:00-04:00,128.94000244140625,130.4499969482422,128.66000366210938,130.34010314941406,7140042,0.0,0.0
2025-06-20 09:35:00-04:00,130.33999633789062,132.0500030517578,130.25999450683594,131.75039672851562,3448958,0.0,0.0
2025-06-20 09:40:00-04:00,131.75999450683594,132.58999633789062,131.57000732421875,132.26499938964844,2646599,0.0,0.0
2025-06-20 09:45:00-04:00,132.27999877929688,132.7375946044922,131.30999755859375,131.94000244140625,2971032,0.0,0.0
2025-06-20 09:50:00-04:00,131.9644012451172,132.42999267578125,131.7100067138672,132.02000427246094,1901761,0.0,0.0
2025-06-20 09:55:00-04:00,132.0399932861328,132.6999969482422,131.86000061035156,132.13499450683594,1688431,0.0,0.0
2025-06-20 10:00:00-04:00,132.1103057861328,132.8000030517578,131.76040649414062,132.6750030517578,1650500,0.0,0.0
2025-06-20 10:05:00-04:00,132.6750030517578,132.80499267578125,131.7100067138672,131.7899932861328,2177647,0.0,0.0
2025-06-20 10:10:00-04:00,131.7899932861328,131.86000061035156,131.05999755859375,131.235595703125,1614013,0.0,0.0
2025-06-20 10:15:00-04:00,131.25,131.60000610351562,130.60800170898438,130.6199951171875,1528660,0.0,0.0
2025-06-20 10:20:00-04:00,130.62969970703125,130.8000030517578,129.8303985595703,129.8800048828125,1365773,0.0,0.0
2025-06-20 10:25:00-04:00,129.85000610351562,130.25880432128906,129.47999572753906,130.11500549316406,1690289,0.0,0.0
2025-06-20 10:30:00-04:00,130.1199951171875,130.68499755859375,130.0207977294922,130.4897003173828,1115400,0.0,0.0
2025-06-20 10:35:00-04:00,130.46279907226562,130.65499877929688,130.1699981689453,130.41310119628906,720783,0.0,0.0
2025-06-20 10:40:00-04:00,130.4199981689453,130.5,128.89999389648438,129.13380432128906,1332860,0.0,0.0
2025-06-20 10:45:00-04:00,129.1300048828125,129.13999938964844,128.27000427246094,128.39999389648438,1557536,0.0,0.0
2025-06-20 10:50:00-04:00,128.39999389648438,128.49000549316406,127.88189697265625,128.10000610351562,1376963,0.0,0.0
2025-06-20 10:55:00-04:00,128.0800018310547,128.80999755859375,128.0,128.13999938964844,1129087,0.0,0.0
2025-06-20 11:00:00-04:00,128.13999938964844,128.14999389648438,127.62000274658203,127.78980255126953,1188826,0.0,0.0
2025-06-20 11:05:00-04:00,127.79000091552734,128.23460388183594,127.66999816894531,127.72000122070312,921503,0.0,0.0
2025-06-20 11:10:00-04:00,127.73999786376953,128.02000427246094,127.55000305175781,127.97019958496094,778775,0.0,0.0
2025-06-20 11:15:00-04:00,127.97000122070312,128.3000030517578,127.97000122070312,128.3000030517578,732230,0.0,0.0
2025-06-20 11:20:00-04:00,128.47999572753906,128.5500030517578,128.22999572753906,128.3300018310547,998820,0.0,0.0
2025-06-20 11:25:00-04:00,128.30999755859375,128.94110107421875,128.3000030517578,128.66000366210938,959481,0.0,0.0
2025-06-20 11:30:00-04:00,128.72500610351562,129.11000061035156,128.66000366210938,129.07870483398438,831801,0.0,0.0
2025-06-20 11:35:00-04:00,129.0749969482422,129.8000030517578,129.0,129.63999938964844,1034082,0.0,0.0
2025-06-20 11:40:00-04:00,129.6300048828125,129.94000244140625,129.2899932861328,129.9010009765625,949410,0.0,0.0
2025-06-20 11:45:00-04:00,129.5749969482422,129.64999389648438,129.41000366210938,129.44500732421875,740770,0.0,0.0
2025-06-20 11:50:00-04:00,129.42030334472656,129.50999450683594,129.24000549316406,129.2899932861328,840350,0.0,0.0
2025-06-20 11:55:00-04:00,129.27999877929688,129.38999938964844,128.8300018310547,129.0399932861328,657438,0.0,0.0
2025-06-20 12:00:00-04:00,129.00999450683594,129.10499572753906,128.71499633789062,129.0800018310547,506584,0.0,0.0
