timestamp,open,high,low,close,volume,Dividends,Stock Splits
2025-06-20 09:30:00-04:00,482.1000061035156,483.29998779296875,480.9800109863281,483.1700134277344,6970294,0.0,0.0
2025-06-20 09:35:00-04:00,483.2449951171875,483.2550048828125,480.2300109863281,483.17498779296875,607457,0.0,0.0
2025-06-20 09:40:00-04:00,483.1300048828125,483.44000244140625,482.04998779296875,482.875,297438,0.0,0.0
2025-06-20 09:45:00-04:00,482.8699951171875,483.17041015625,481.7950134277344,482.07000732421875,281526,0.0,0.0
2025-06-20 09:50:00-04:00,482.0899963378906,482.0899963378906,481.0799865722656,481.54998779296875,223263,0.0,0.0
2025-06-20 09:55:00-04:00,481.6000061035156,481.6000061035156,480.5899963378906,480.6700134277344,183779,0.0,0.0
2025-06-20 10:00:00-04:00,480.6600036621094,481.05999755859375,480.2699890136719,480.731201171875,156120,0.0,0.0
2025-06-20 10:05:00-04:00,480.7650146484375,480.8399963378906,479.7200012207031,480.159912109375,192386,0.0,0.0
2025-06-20 10:10:00-04:00,480.0199890136719,480.55999755859375,479.70941162109375,480.4599914550781,147479,0.0,0.0
2025-06-20 10:15:00-04:00,480.3999938964844,480.94000244140625,480.0199890136719,480.885009765625,138676,0.0,0.0
2025-06-20 10:20:00-04:00,480.8900146484375,481.43798828125,479.7900085449219,479.79998779296875,217556,0.0,0.0
2025-06-20 10:25:00-04:00,479.69000244140625,479.82000732421875,479.1400146484375,479.6000061035156,154555,0.0,0.0
2025-06-20 10:30:00-04:00,479.6199951171875,480.260009765625,479.3800048828125,479.95001220703125,118183,0.0,0.0
2025-06-20 10:35:00-04:00,479.8800048828125,480.5,479.8299865722656,480.30999755859375,84132,0.0,0.0
2025-06-20 10:40:00-04:00,480.2950134277344,480.7300109863281,479.54998779296875,480.3500061035156,289791,0.0,0.0
2025-06-20 10:45:00-04:00,480.32501220703125,480.6199951171875,479.8399963378906,480.52459716796875,125979,0.0,0.0
2025-06-20 10:50:00-04:00,480.5400085449219,480.5400085449219,479.8399963378906,479.885009765625,192682,0.0,0.0
2025-06-20 10:55:00-04:00,479.8900146484375,480.42498779296875,479.8699951171875,479.92999267578125,138199,0.0,0.0
2025-06-20 11:00:00-04:00,479.8299865722656,479.8299865722656,478.8999938964844,479.0299987792969,160993,0.0,0.0
2025-06-20 11:05:00-04:00,479.0299987792969,479.70001220703125,478.9800109863281,479.69000244140625,111233,0.0,0.0
2025-06-20 11:10:00-04:00,479.6400146484375,480.0249938964844,479.56500244140625,479.9949951171875,91264,0.0,0.0
2025-06-20 11:15:00-04:00,479.9700012207031,480.25,479.82000732421875,480.25,73736,0.0,0.0
2025-06-20 11:20:00-04:00,480.3699951171875,480.42999267578125,480.0,480.1700134277344,140519,0.0,0.0
2025-06-20 11:25:00-04:00,480.1400146484375,480.2900085449219,479.8699951171875,479.8699951171875,878924,0.0,0.0
2025-06-20 11:30:00-04:00,479.8900146484375,480.2799987792969,479.8699951171875,480.18609619140625,527540,0.0,0.0
2025-06-20 11:35:00-04:00,480.20001220703125,480.8900146484375,480.20001220703125,480.79998779296875,98055,0.0,0.0
