timestamp,open,high,low,close,volume,ma_short,ma_long,recent_max,is_peak_zone,signal,confidence,threshold_used,threshold_method,reasoning
2025-06-20 09:30:00-04:00,700.75,701.8197021484375,698.1199951171875,699.9650268554688,2814356,,,,False,STAY,0.0,0.005,mean + 1.0σ,STAY: Insufficient data for signal generation
2025-06-20 09:35:00-04:00,700.0177001953125,701.22998046875,699.2999877929688,699.4600219726562,183467,,,,False,STAY,0.0,0.005,mean + 1.0σ,STAY: Insufficient data for signal generation
2025-06-20 09:40:00-04:00,699.3900146484375,699.5349731445312,696.7617797851562,697.0999755859375,231727,,,,False,STAY,0.0,0.005,mean + 1.0σ,STAY: Insufficient data for signal generation
2025-06-20 09:45:00-04:00,697.1500244140625,697.25,695.47998046875,696.0850219726562,211753,,,,False,STAY,0.0,0.005,mean + 1.0σ,STAY: Insufficient data for signal generation
2025-06-20 09:50:00-04:00,696.22998046875,696.22998046875,694.22998046875,695.1799926757812,220624,697.5580078125,,,False,STAY,0.0,0.005,mean + 1.0σ,STAY: Insufficient data for signal generation
2025-06-20 09:55:00-04:00,695.1849975585938,695.3900146484375,693.3699951171875,693.385009765625,200911,696.2420043945312,,,False,STAY,0.0,0.005,mean + 1.0σ,STAY: Insufficient data for signal generation
2025-06-20 10:00:00-04:00,693.5050048828125,694.010009765625,692.4199829101562,692.7150268554688,215336,694.8930053710938,,,False,STAY,0.0,0.005,mean + 1.0σ,STAY: Insufficient data for signal generation
2025-06-20 10:05:00-04:00,692.7999877929688,693.4099731445312,690.7999877929688,691.0,301274,693.6730102539062,,,False,STAY,0.0,0.005,mean + 1.0σ,STAY: Insufficient data for signal generation
2025-06-20 10:10:00-04:00,691.010009765625,691.030029296875,688.9000244140625,689.719970703125,321610,692.4,,,False,STAY,0.0,0.005,mean + 1.0σ,STAY: Insufficient data for signal generation
2025-06-20 10:15:00-04:00,689.7086791992188,690.9699096679688,689.2999877929688,690.3800048828125,167628,691.4400024414062,,,False,STAY,0.0,0.005,mean + 1.0σ,STAY: Insufficient data for signal generation
2025-06-20 10:20:00-04:00,690.3200073242188,691.5399780273438,689.2000122070312,689.4600219726562,159614,690.6550048828125,,,False,STAY,0.0,0.005,mean + 1.0σ,STAY: Insufficient data for signal generation
2025-06-20 10:25:00-04:00,689.3599853515625,690.510009765625,688.260009765625,690.2000122070312,171439,690.152001953125,,699.9650268554688,False,STAY,0.0,0.005,mean + 1.0σ,STAY: Insufficient data for signal generation
2025-06-20 10:30:00-04:00,690.1799926757812,690.6423950195312,689.1500244140625,690.0700073242188,103781,689.9660034179688,,699.4600219726562,False,STAY,0.0,0.005,mean + 1.0σ,STAY: Insufficient data for signal generation
2025-06-20 10:35:00-04:00,690.1099853515625,691.25,689.839599609375,690.9299926757812,126183,690.2080078125,,697.0999755859375,True,STAY,0.0,0.005,mean + 1.0σ,STAY: Insufficient data for signal generation
2025-06-20 10:40:00-04:00,690.9783935546875,691.3200073242188,687.2000122070312,688.5750122070312,208965,689.8470092773438,,696.0850219726562,False,STAY,0.0,0.005,mean + 1.0σ,STAY: Insufficient data for signal generation
2025-06-20 10:45:00-04:00,688.4500122070312,688.8499755859375,686.969970703125,688.4942016601562,136068,689.6538452148437,,695.1799926757812,True,STAY,0.0,0.005,mean + 1.0σ,STAY: Insufficient data for signal generation
2025-06-20 10:50:00-04:00,688.3599853515625,688.3599853515625,686.27001953125,686.3200073242188,181377,688.8778442382812,,693.385009765625,False,STAY,0.0,0.005,mean + 1.0σ,STAY: Insufficient data for signal generation
2025-06-20 10:55:00-04:00,686.3131103515625,688.1099853515625,686.3131103515625,687.2999877929688,124777,688.3238403320313,,692.7150268554688,True,STAY,0.0,0.005,mean + 1.0σ,STAY: Insufficient data for signal generation
2025-06-20 11:00:00-04:00,687.0,687.0,684.6121215820312,684.77001953125,199368,687.091845703125,,691.0,True,STAY,0.0,0.005,mean + 1.0σ,STAY: Insufficient data for signal generation
2025-06-20 11:05:00-04:00,684.76123046875,686.4799194335938,684.5100708007812,685.0900268554688,154883,686.3948486328125,691.3099670410156,690.9299926757812,True,SELL,0.007109861918006391,0.005,mean + 1.0σ,SELL: Short MA crossed below Long MA with confidence 0.0071 (threshold: 0.0050) and price near recent peak
2025-06-20 11:10:00-04:00,685.114990234375,686.3499755859375,685.0999755859375,686.219970703125,135831,685.9400024414062,690.6227142333985,690.9299926757812,True,SELL,0.006780419606079874,0.005,mean + 1.0σ,SELL: Short MA crossed below Long MA with confidence 0.0068 (threshold: 0.0050) and price near recent peak
2025-06-20 11:15:00-04:00,686.25,686.2899780273438,685.739990234375,686.0599975585938,102941,685.8880004882812,689.9527130126953,690.9299926757812,True,SELL,0.005891291457736859,0.005,mean + 1.0σ,SELL: Short MA crossed below Long MA with confidence 0.0059 (threshold: 0.0050) and price near recent peak
2025-06-20 11:20:00-04:00,686.3300170898438,686.35498046875,684.5349731445312,685.0800170898438,204073,685.4440063476562,689.3517150878906,690.9299926757812,True,SELL,0.005668671963391249,0.005,mean + 1.0σ,SELL: Short MA crossed below Long MA with confidence 0.0057 (threshold: 0.0050) and price near recent peak
2025-06-20 11:25:00-04:00,684.89208984375,686.1799926757812,684.89208984375,685.7100219726562,114891,685.6320068359375,688.8329650878907,690.9299926757812,True,STAY,0.0046469295376197674,0.005,mean + 1.0σ,STAY: Confidence too low (0.0046 < 0.0050)
2025-06-20 11:30:00-04:00,685.7949829101562,686.489990234375,685.7949829101562,686.2686767578125,127266,685.8677368164062,688.3873992919922,690.9299926757812,True,STAY,0.0036602391010896454,0.005,mean + 1.0σ,STAY: Confidence too low (0.0037 < 0.0050)
2025-06-20 11:35:00-04:00,686.2899780273438,688.25,686.1749877929688,688.2150268554688,130894,686.266748046875,688.1289001464844,688.5750122070312,True,STAY,0.0027061094210880728,0.005,mean + 1.0σ,STAY: Confidence too low (0.0027 < 0.0050)
2025-06-20 11:40:00-04:00,688.219970703125,688.7000122070312,688.0700073242188,688.6500244140625,94313,686.7847534179688,687.925650024414,688.6500244140625,True,STAY,0.0016584591756460562,0.005,mean + 1.0σ,STAY: Confidence too low (0.0017 < 0.0050)
2025-06-20 11:45:00-04:00,688.5524291992188,689.125,688.2572021484375,688.8200073242188,89276,687.5327514648437,687.816650390625,688.8200073242188,True,STAY,0.0004127537849222475,0.005,mean + 1.0σ,STAY: Confidence too low (0.0004 < 0.0050)
2025-06-20 11:50:00-04:00,688.4696044921875,688.8400268554688,687.8350219726562,687.8800048828125,121380,687.966748046875,687.7246520996093,688.8200073242188,True,STAY,0.00035202452976857963,0.005,mean + 1.0σ,STAY: Confidence too low (0.0004 < 0.0050)
2025-06-20 11:55:00-04:00,687.905029296875,688.1599731445312,687.2000122070312,687.6199951171875,70828,688.23701171875,687.5866516113281,688.8200073242188,True,STAY,0.0009458591232069232,0.005,mean + 1.0σ,STAY: Confidence too low (0.0009 < 0.0050)
2025-06-20 12:00:00-04:00,687.6199951171875,689.3300170898438,687.260009765625,689.2550048828125,101596,688.4450073242188,687.5764007568359,689.2550048828125,True,STAY,0.0012632873473067301,0.005,mean + 1.0σ,STAY: Confidence too low (0.0013 < 0.0050)
2025-06-20 12:05:00-04:00,689.2550048828125,689.6275024414062,688.7949829101562,689.510009765625,60349,688.6170043945312,687.5419006347656,689.510009765625,True,STAY,0.001563691985569239,0.005,mean + 1.0σ,STAY: Confidence too low (0.0016 < 0.0050)
2025-06-20 12:10:00-04:00,689.4199829101562,689.8599853515625,689.02197265625,689.10009765625,74297,688.6730224609375,687.4934051513671,689.510009765625,True,STAY,0.0017158234547874451,0.005,mean + 1.0σ,STAY: Confidence too low (0.0017 < 0.0050)
2025-06-20 12:15:00-04:00,689.0,689.7000122070312,687.9400024414062,689.6124877929688,71278,689.0195190429688,687.4275299072266,689.6124877929688,True,STAY,0.0023158646787932117,0.005,mean + 1.0σ,STAY: Confidence too low (0.0023 < 0.0050)
2025-06-20 12:20:00-04:00,689.60498046875,690.0999755859375,689.1300048828125,690.0858154296875,88835,689.5126831054688,687.5030700683594,690.0858154296875,True,STAY,0.0029230604554384846,0.005,mean + 1.0σ,STAY: Confidence too low (0.0029 < 0.0050)
2025-06-20 12:25:00-04:00,690.1099853515625,690.2100219726562,689.03759765625,689.03759765625,56698,689.4692016601563,687.530239868164,690.0858154296875,True,STAY,0.0028201840145446657,0.005,mean + 1.0σ,STAY: Confidence too low (0.0028 < 0.0050)
2025-06-20 12:30:00-04:00,689.125,689.5349731445312,688.8300170898438,688.9199829101562,170407,689.3511962890625,687.6602386474609,690.0858154296875,True,STAY,0.0024590016211021317,0.005,mean + 1.0σ,STAY: Confidence too low (0.0025 < 0.0050)
2025-06-20 12:35:00-04:00,688.8300170898438,689.9000244140625,688.7864990234375,689.9000244140625,62128,689.511181640625,687.7902404785157,690.0858154296875,True,STAY,0.002502130825398126,0.005,mean + 1.0σ,STAY: Confidence too low (0.0025 < 0.0050)
2025-06-20 12:40:00-04:00,689.8400268554688,689.9500122070312,688.9849853515625,689.5,56524,689.4886840820312,688.0267395019531,690.0858154296875,True,STAY,0.002124836864823587,0.005,mean + 1.0σ,STAY: Confidence too low (0.0021 < 0.0050)
2025-06-20 12:45:00-04:00,689.4749755859375,689.7904052734375,688.8800048828125,689.25,54121,689.3215209960938,688.2347381591796,690.0858154296875,True,STAY,0.0015790874488854918,0.005,mean + 1.0σ,STAY: Confidence too low (0.0016 < 0.0050)
2025-06-20 12:50:00-04:00,689.2899780273438,689.8099975585938,689.1605834960938,689.8099975585938,70474,689.4760009765625,688.4142395019531,690.0858154296875,True,STAY,0.0015423293326668403,0.005,mean + 1.0σ,STAY: Confidence too low (0.0015 < 0.0050)
2025-06-20 12:55:00-04:00,689.8499755859375,690.3300170898438,689.010009765625,689.39990234375,108137,689.5719848632813,688.5812347412109,690.0858154296875,True,STAY,0.001438828234177386,0.005,mean + 1.0σ,STAY: Confidence too low (0.0014 < 0.0050)
2025-06-20 13:00:00-04:00,689.3350219726562,690.3300170898438,688.61572265625,688.8499755859375,73045,689.3619750976562,688.7697326660157,690.0858154296875,True,STAY,0.0008598554837015973,0.005,mean + 1.0σ,STAY: Confidence too low (0.0009 < 0.0050)
2025-06-20 13:05:00-04:00,688.844970703125,688.844970703125,687.7150268554688,688.0,78153,689.0619750976563,688.8842315673828,690.0858154296875,True,STAY,0.00025801654636374756,0.005,mean + 1.0σ,STAY: Confidence too low (0.0003 < 0.0050)
2025-06-20 13:10:00-04:00,687.989990234375,688.2999877929688,687.6558837890625,688.0264892578125,57858,688.8172729492187,688.9721221923828,690.0858154296875,True,STAY,0.00022475400408272133,0.005,mean + 1.0σ,STAY: Confidence too low (0.0002 < 0.0050)
2025-06-20 13:15:00-04:00,687.989990234375,689.0,687.1900024414062,687.2999877929688,92351,688.3152709960938,688.9263702392578,690.0858154296875,True,STAY,0.0008870312845650447,0.005,mean + 1.0σ,STAY: Confidence too low (0.0009 < 0.0050)
2025-06-20 13:20:00-04:00,687.260009765625,687.4199829101562,686.3300170898438,686.4299926757812,92015,687.7212890625,688.8153686523438,689.9000244140625,True,STAY,0.001588349563082952,0.005,mean + 1.0σ,STAY: Confidence too low (0.0016 < 0.0050)
2025-06-20 13:25:00-04:00,686.5800170898438,686.659912109375,683.969970703125,683.989990234375,152086,686.7492919921875,688.5738677978516,689.9000244140625,True,STAY,0.0026497895011602306,0.005,mean + 1.0σ,STAY: Confidence too low (0.0026 < 0.0050)
