,timestamp,open,high,low,close,volume,Dividends,Stock Splits
0,2025-06-20 09:30:00-04:00,198.23500061035156,199.6300048828125,197.52999877929688,199.41079711914062,14021766,0.0,0.0
1,2025-06-20 09:35:00-04:00,199.38999938964844,200.64999389648438,199.37660217285156,200.44500732421875,2397722,0.0,0.0
2,2025-06-20 09:40:00-04:00,200.4427032470703,200.94000244140625,200.34109497070312,200.59950256347656,1662468,0.0,0.0
3,2025-06-20 09:45:00-04:00,200.59500122070312,200.71910095214844,199.72999572753906,199.77000427246094,1161399,0.0,0.0
4,2025-06-20 09:50:00-04:00,199.77999877929688,200.35000610351562,199.74000549316406,200.34910583496094,786238,0.0,0.0
5,2025-06-20 09:55:00-04:00,200.3300018310547,200.47999572753906,199.75,199.84500122070312,756378,0.0,0.0
6,2025-06-20 10:00:00-04:00,199.83999633789062,199.94000244140625,199.4600067138672,199.52999877929688,1108964,0.0,0.0
7,2025-06-20 10:05:00-04:00,199.52000427246094,199.57980346679688,198.97999572753906,199.00990295410156,530468,0.0,0.0
8,2025-06-20 10:10:00-04:00,199.00999450683594,199.60499572753906,198.9949951171875,199.57000732421875,546326,0.0,0.0
9,2025-06-20 10:15:00-04:00,199.5449981689453,199.72500610351562,199.2449951171875,199.57000732421875,469578,0.0,0.0
10,2025-06-20 10:20:00-04:00,199.56939697265625,199.74000549316406,198.80999755859375,198.86000061035156,1539668,0.0,0.0
11,2025-06-20 10:25:00-04:00,198.85000610351562,198.88499450683594,198.55889892578125,198.67999267578125,1055392,0.0,0.0
12,2025-06-20 10:30:00-04:00,198.69000244140625,198.69000244140625,198.2449951171875,198.28500366210938,523134,0.0,0.0
13,2025-06-20 10:35:00-04:00,198.28500366210938,198.46499633789062,198.0800018310547,198.19000244140625,799514,0.0,0.0
14,2025-06-20 10:40:00-04:00,198.19000244140625,198.36500549316406,197.6300048828125,197.79190063476562,742083,0.0,0.0
15,2025-06-20 10:45:00-04:00,197.7899932861328,197.83999633789062,197.56100463867188,197.6750030517578,438011,0.0,0.0
16,2025-06-20 10:50:00-04:00,197.67999267578125,197.69000244140625,197.1300048828125,197.2100067138672,577150,0.0,0.0
17,2025-06-20 10:55:00-04:00,197.1999969482422,197.32000732421875,197.03500366210938,197.27980041503906,508761,0.0,0.0
18,2025-06-20 11:00:00-04:00,197.25999450683594,197.25999450683594,196.85960388183594,197.02999877929688,503492,0.0,0.0
19,2025-06-20 11:05:00-04:00,197.0399932861328,197.32000732421875,197.01010131835938,197.27000427246094,381019,0.0,0.0
20,2025-06-20 11:10:00-04:00,197.27940368652344,197.75,197.16000366210938,197.66000366210938,1033676,0.0,0.0
21,2025-06-20 11:15:00-04:00,197.6699981689453,197.7899932861328,197.50999450683594,197.78480529785156,258489,0.0,0.0
22,2025-06-20 11:20:00-04:00,197.90499877929688,198.0,197.75,197.86000061035156,553771,0.0,0.0
23,2025-06-20 11:25:00-04:00,197.85000610351562,197.97999572753906,197.64999389648438,197.6699981689453,241490,0.0,0.0
24,2025-06-20 11:30:00-04:00,197.7100067138672,198.24000549316406,197.6999969482422,198.22999572753906,329761,0.0,0.0
25,2025-06-20 11:35:00-04:00,198.22500610351562,198.56500244140625,198.1999969482422,198.5399932861328,410373,0.0,0.0
26,2025-06-20 11:40:00-04:00,198.52999877929688,198.86000061035156,198.4499969482422,198.77499389648438,993338,0.0,0.0
27,2025-06-20 11:45:00-04:00,198.77999877929688,198.77999877929688,198.5126953125,198.5126953125,355885,0.0,0.0
28,2025-06-20 11:50:00-04:00,198.439697265625,198.49000549316406,198.1300048828125,198.13999938964844,391174,0.0,0.0
29,2025-06-20 11:55:00-04:00,198.14999389648438,198.24000549316406,197.99000549316406,198.0800018310547,367008,0.0,0.0
30,2025-06-20 12:00:00-04:00,198.05999755859375,198.25,197.91000366210938,198.07000732421875,224453,0.0,0.0
31,2025-06-20 12:05:00-04:00,198.07000732421875,198.27999877929688,198.05999755859375,198.27999877929688,160147,0.0,0.0
32,2025-06-20 12:10:00-04:00,198.25999450683594,198.50999450683594,198.1295928955078,198.18919372558594,204088,0.0,0.0
33,2025-06-20 12:15:00-04:00,198.1699981689453,198.2050018310547,197.9199981689453,198.11000061035156,203135,0.0,0.0
34,2025-06-20 12:20:00-04:00,198.1103973388672,198.46690368652344,197.9228973388672,198.42999267578125,480657,0.0,0.0
35,2025-06-20 12:25:00-04:00,198.42999267578125,198.53599548339844,198.25,198.49000549316406,167653,0.0,0.0
36,2025-06-20 12:30:00-04:00,198.49000549316406,198.64999389648438,198.36000061035156,198.6300048828125,243047,0.0,0.0
37,2025-06-20 12:35:00-04:00,198.63999938964844,198.8249969482422,198.61000061035156,198.71249389648438,204719,0.0,0.0
38,2025-06-20 12:40:00-04:00,198.7100067138672,198.72999572753906,198.2899932861328,198.5,285677,0.0,0.0
39,2025-06-20 12:45:00-04:00,198.48500061035156,198.55999755859375,198.3300018310547,198.3800048828125,616454,0.0,0.0
40,2025-06-20 12:50:00-04:00,198.3699951171875,198.9199981689453,198.33999633789062,198.7375030517578,733039,0.0,0.0
41,2025-06-20 12:55:00-04:00,198.72999572753906,198.93910217285156,198.5906982421875,198.80999755859375,345601,0.0,0.0
42,2025-06-20 13:00:00-04:00,198.7899932861328,198.9199981689453,198.6199951171875,198.66000366210938,244130,0.0,0.0
43,2025-06-20 13:05:00-04:00,198.64999389648438,198.90499877929688,198.52000427246094,198.83009338378906,226752,0.0,0.0
44,2025-06-20 13:10:00-04:00,198.8300018310547,199.23500061035156,198.8000030517578,199.16900634765625,271648,0.0,0.0
45,2025-06-20 13:15:00-04:00,199.17759704589844,199.3699951171875,198.6699981689453,198.74000549316406,390734,0.0,0.0
46,2025-06-20 13:20:00-04:00,198.72999572753906,198.935302734375,198.55999755859375,198.58999633789062,359811,0.0,0.0
47,2025-06-20 13:25:00-04:00,198.58999633789062,198.61000061035156,198.27000427246094,198.32000732421875,365251,0.0,0.0
48,2025-06-20 13:30:00-04:00,198.32000732421875,198.44000244140625,198.10000610351562,198.42979431152344,410641,0.0,0.0
49,2025-06-20 13:35:00-04:00,198.41000366210938,198.55499267578125,198.0800018310547,198.10000610351562,251411,0.0,0.0
50,2025-06-20 13:40:00-04:00,198.10499572753906,198.65499877929688,198.07000732421875,198.48500061035156,548304,0.0,0.0
51,2025-06-20 13:45:00-04:00,198.47999572753906,198.5800018310547,198.36000061035156,198.50999450683594,442212,0.0,0.0
52,2025-06-20 13:50:00-04:00,198.50999450683594,199.14999389648438,198.49000549316406,198.91000366210938,870935,0.0,0.0
53,2025-06-20 13:55:00-04:00,198.89500427246094,199.17999267578125,198.87240600585938,199.13999938964844,271060,0.0,0.0
54,2025-06-20 14:00:00-04:00,199.14500427246094,199.42999267578125,199.11289978027344,199.41000366210938,370511,0.0,0.0
55,2025-06-20 14:05:00-04:00,199.39999389648438,199.52999877929688,199.25,199.50999450683594,481964,0.0,0.0
56,2025-06-20 14:10:00-04:00,199.52000427246094,199.80499267578125,199.49000549316406,199.72999572753906,349457,0.0,0.0
57,2025-06-20 14:15:00-04:00,199.7100067138672,200.19000244140625,199.65499877929688,200.1501007080078,621725,0.0,0.0
58,2025-06-20 14:20:00-04:00,200.16000366210938,200.17999267578125,199.88999938964844,200.05709838867188,399924,0.0,0.0
59,2025-06-20 14:25:00-04:00,200.05279541015625,200.06080627441406,199.7899932861328,199.80999755859375,299065,0.0,0.0
60,2025-06-20 14:30:00-04:00,199.82000732421875,200.1699981689453,199.80999755859375,200.1199951171875,505563,0.0,0.0
61,2025-06-20 14:35:00-04:00,200.11000061035156,200.14990234375,199.82000732421875,199.97000122070312,451969,0.0,0.0
62,2025-06-20 14:40:00-04:00,199.97479248046875,200.0399932861328,199.80999755859375,199.9499969482422,828896,0.0,0.0
63,2025-06-20 14:45:00-04:00,199.9600067138672,200.05909729003906,199.80999755859375,199.88999938964844,340622,0.0,0.0
64,2025-06-20 14:50:00-04:00,199.8800048828125,200.08999633789062,199.72999572753906,200.03460693359375,630637,0.0,0.0
65,2025-06-20 14:55:00-04:00,200.0500030517578,200.13999938964844,199.64999389648438,199.7100067138672,592014,0.0,0.0
66,2025-06-20 15:00:00-04:00,199.7100067138672,200.27529907226562,199.6199951171875,200.25990295410156,1188119,0.0,0.0
